year,make_numeric,condition,odometer,color_numeric,states_numeric,mmr,sellingprice
2012,2,31.0,57117.0,2.0,1,22400.0,17500.0
2012,6,41.0,38750.0,3.0,1,31800.0,31250.0
2012,11,46.0,91532.0,3.0,1,15650.0,15000.0
2012,2,46.0,35638.0,6.0,1,31500.0,31500.0
2012,28,35.0,38669.0,3.0,1,8975.0,9400.0
2012,5,39.0,69407.0,1.0,1,7950.0,9000.0
2012,7,2.0,65503.0,1.0,1,15200.0,6000.0
2012,7,45.0,67529.0,5.0,1,12900.0,10800.0
2012,5,29.0,35815.0,5.0,1,16900.0,16100.0
2012,9,41.0,34807.0,8.0,1,24100.0,22000.0
2012,30,31.0,1.0,2.0,1,10450.0,1300.0
2012,5,42.0,66654.0,4.0,1,19950.0,23000.0
2012,5,3.0,57479.0,5.0,1,9275.0,9300.0
2012,7,46.0,48952.0,1.0,1,10050.0,11700.0
2012,5,28.0,62380.0,14.0,1,8250.0,8200.0
2012,30,34.0,64265.0,3.0,1,8325.0,8100.0
2012,28,35.0,36329.0,6.0,1,15950.0,20300.0
2012,28,4.0,70925.0,2.0,1,9250.0,11200.0
2012,5,19.0,58457.0,1.0,1,9750.0,7200.0
2012,7,38.0,58045.0,5.0,1,8550.0,9300.0
2012,7,38.0,38531.0,1.0,1,13400.0,14750.0
2012,2,38.0,21278.0,1.0,1,39300.0,41000.0
2012,2,41.0,43405.0,2.0,1,35100.0,37500.0
2012,32,23.0,32212.0,2.0,1,12400.0,12300.0
2012,7,35.0,64035.0,6.0,1,9550.0,8900.0
2012,32,39.0,38076.0,2.0,1,15150.0,17400.0
2012,7,41.0,65771.0,6.0,1,11900.0,12200.0
2012,8,27.0,35970.0,5.0,1,10250.0,10700.0
2012,32,39.0,43775.0,3.0,1,11550.0,13000.0
2012,8,2.0,53284.0,2.0,1,10600.0,8000.0
2012,8,41.0,29954.0,6.0,1,10600.0,11300.0
2012,8,36.0,39015.0,3.0,1,10100.0,11100.0
2012,13,35.0,35614.0,2.0,1,18300.0,17500.0
2012,32,31.0,42990.0,5.0,1,12650.0,13600.0
2012,7,34.0,41949.0,4.0,1,10900.0,10900.0
2012,32,32.0,28883.0,1.0,1,24600.0,24000.0
2012,8,4.0,28016.0,3.0,1,17650.0,19100.0
2012,32,37.0,36706.0,5.0,1,12900.0,14000.0
2012,13,47.0,14334.0,3.0,1,20400.0,20250.0
2012,8,22.0,28181.0,1.0,1,11500.0,10200.0
2012,32,19.0,14958.0,2.0,1,14150.0,12800.0
2012,7,35.0,28992.0,5.0,1,11750.0,12200.0
2012,8,35.0,60874.0,2.0,1,9875.0,10000.0
2012,0,43.0,64883.0,5.0,1,30900.0,29000.0
2012,15,42.0,24090.0,1.0,1,22500.0,23000.0
2012,15,4.0,34837.0,3.0,1,28000.0,27500.0
2012,12,36.0,47516.0,2.0,1,25900.0,22500.0
2012,1,48.0,81598.0,5.0,1,11150.0,11900.0
2012,18,42.0,16106.0,7.0,1,15100.0,15750.0
2012,21,38.0,14806.0,2.0,1,53800.0,53500.0
2012,18,38.0,34689.0,4.0,1,12800.0,11700.0
2012,15,4.0,28993.0,1.0,1,29500.0,25500.0
2012,19,36.0,56169.0,3.0,1,41900.0,39500.0
2012,13,41.0,31067.0,2.0,1,27500.0,26250.0
2012,12,3.0,36090.0,2.0,1,27400.0,28500.0
2012,17,37.0,48544.0,2.0,1,8800.0,11000.0
2012,12,42.0,33845.0,5.0,1,27600.0,29750.0
2012,12,36.0,13661.0,3.0,1,22800.0,23000.0
2012,17,46.0,26072.0,2.0,1,12550.0,14750.0
2012,13,43.0,27834.0,3.0,1,22000.0,20750.0
2012,18,39.0,36557.0,2.0,1,15750.0,15750.0
2012,13,42.0,21235.0,4.0,1,27900.0,28000.0
2012,13,43.0,36721.0,2.0,1,25700.0,27250.0
2012,13,39.0,31821.0,3.0,1,27400.0,25500.0
2012,18,39.0,48311.0,4.0,1,12550.0,13000.0
2012,1,26.0,77875.0,2.0,1,7275.0,6500.0
2012,17,37.0,64821.0,2.0,1,8000.0,9500.0
2012,4,35.0,61267.0,4.0,1,9925.0,9800.0
2012,4,29.0,53958.0,6.0,1,10300.0,10000.0
2012,24,3.0,27182.0,6.0,1,21400.0,23750.0
2012,4,35.0,68499.0,1.0,1,10150.0,10500.0
2012,23,28.0,52277.0,3.0,1,13550.0,12900.0
2012,26,46.0,42303.0,2.0,1,40300.0,41500.0
2012,15,35.0,60646.0,2.0,1,27700.0,26250.0
2012,26,44.0,16480.0,3.0,1,70000.0,72500.0
2012,4,4.0,26320.0,1.0,1,16150.0,16000.0
2012,4,27.0,98380.0,1.0,1,9525.0,8250.0
2012,15,35.0,36395.0,3.0,1,43900.0,43500.0
2012,4,3.0,14887.0,8.0,1,13700.0,11500.0
2012,4,45.0,38247.0,5.0,1,10750.0,9000.0
2012,24,29.0,69460.0,2.0,1,12050.0,12500.0
2012,15,46.0,18330.0,1.0,1,41000.0,36750.0
2012,15,19.0,64548.0,2.0,1,25600.0,23500.0
2012,4,26.0,29636.0,1.0,1,12700.0,10750.0
2011,2,4.0,52875.0,3.0,1,16950.0,18000.0
2012,23,4.0,36550.0,4.0,1,15800.0,16300.0
2011,2,48.0,24949.0,1.0,1,20700.0,22250.0
2011,2,43.0,36736.0,1.0,1,19150.0,20000.0
2011,2,43.0,30673.0,3.0,1,19950.0,21000.0
2011,2,45.0,27335.0,3.0,1,20400.0,25000.0
2011,2,37.0,31324.0,1.0,1,19850.0,20500.0
2011,2,4.0,30889.0,1.0,1,19900.0,21750.0
2012,23,28.0,41155.0,2.0,1,14800.0,14700.0
2011,6,31.0,91061.0,2.0,1,25500.0,25100.0
2011,2,39.0,17456.0,2.0,1,28500.0,28500.0
2011,2,42.0,42886.0,1.0,1,18050.0,18000.0
2012,22,1.0,18083.0,4.0,1,10850.0,9500.0
2011,2,37.0,20363.0,2.0,1,20400.0,19500.0
2011,2,42.0,24856.0,3.0,1,26200.0,28250.0
2011,2,31.0,31785.0,3.0,1,19800.0,21250.0
2011,2,28.0,34092.0,4.0,1,20100.0,18500.0
2011,2,39.0,46565.0,2.0,1,18300.0,17300.0
2011,2,46.0,30816.0,2.0,1,25500.0,23500.0
2011,2,36.0,36996.0,3.0,1,19100.0,19500.0
2011,5,27.0,29994.0,2.0,1,14750.0,12500.0
2011,7,35.0,62174.0,5.0,1,19750.0,20900.0
2011,13,4.0,44993.0,3.0,1,20600.0,23250.0
2011,0,27.0,31185.0,5.0,1,19200.0,18000.0
2011,7,39.0,67718.0,4.0,1,11500.0,11800.0
2011,7,31.0,80828.0,1.0,1,7900.0,7300.0
2011,10,35.0,47795.0,3.0,1,15800.0,16250.0
2011,10,43.0,53639.0,3.0,1,34200.0,35000.0
2011,8,42.0,62438.0,5.0,1,15950.0,15000.0
2011,7,39.0,101742.0,4.0,1,6975.0,6800.0
2011,8,39.0,42419.0,5.0,1,10050.0,11700.0
2011,5,38.0,49945.0,1.0,1,11600.0,13500.0
2011,7,31.0,63943.0,1.0,1,9150.0,10200.0
2011,13,41.0,45179.0,2.0,1,16350.0,17000.0
2011,10,42.0,30066.0,5.0,1,37900.0,38750.0
2011,13,41.0,35292.0,2.0,1,17050.0,18250.0
2011,5,23.0,48114.0,5.0,1,14950.0,14200.0
2011,28,34.0,67528.0,3.0,1,11450.0,11900.0
2011,2,42.0,51126.0,3.0,1,29500.0,28250.0
2011,7,19.0,33854.0,1.0,1,16900.0,13750.0
2014,5,31.0,15194.0,4.0,1,20600.0,14800.0
2014,5,47.0,40391.0,3.0,1,41400.0,41200.0
2014,30,3.0,24870.0,4.0,1,22500.0,22600.0
2014,28,2.0,20000.0,2.0,1,16900.0,15250.0
2014,30,4.0,20300.0,3.0,1,12650.0,14000.0
2014,30,4.0,14436.0,3.0,1,20000.0,20000.0
2014,5,37.0,40894.0,6.0,1,13400.0,10000.0
2014,5,1.0,18257.0,2.0,1,11550.0,5500.0
2014,30,43.0,45371.0,2.0,1,16850.0,17500.0
2014,30,3.0,30042.0,5.0,1,18100.0,17500.0
2014,30,44.0,42434.0,4.0,1,17250.0,16700.0
2014,5,31.0,14136.0,2.0,1,10150.0,2000.0
2011,21,35.0,26500.0,6.0,1,26100.0,24500.0
2011,21,41.0,32817.0,1.0,1,25100.0,27500.0
2011,13,43.0,32081.0,4.0,1,24500.0,25250.0
2011,13,48.0,38520.0,3.0,1,19650.0,20250.0
2011,13,37.0,22952.0,2.0,1,27500.0,25500.0
2011,19,47.0,56574.0,2.0,1,43300.0,42500.0
2011,19,42.0,21409.0,2.0,1,39000.0,39000.0
2011,15,43.0,30260.0,4.0,1,41800.0,42000.0
2011,15,45.0,41511.0,3.0,1,26300.0,26750.0
2011,13,37.0,44484.0,3.0,1,24000.0,24000.0
2011,13,38.0,17780.0,5.0,1,21600.0,22750.0
2011,13,43.0,31199.0,3.0,1,20300.0,21500.0
2011,13,21.0,41191.0,6.0,1,19500.0,16000.0
2011,13,44.0,39540.0,1.0,1,20200.0,22500.0
2011,12,34.0,81895.0,5.0,1,16050.0,16000.0
2011,13,41.0,25541.0,6.0,1,21000.0,21500.0
2011,13,37.0,29852.0,2.0,1,21100.0,22500.0
2011,21,22.0,37588.0,3.0,1,35100.0,37000.0
2011,15,27.0,43589.0,1.0,1,18300.0,15500.0
2011,19,38.0,53884.0,3.0,1,33700.0,32000.0
2011,23,44.0,33452.0,1.0,1,10150.0,11600.0
2011,23,1.0,291087.0,1.0,1,7650.0,3600.0
2011,4,38.0,63026.0,4.0,1,23600.0,22250.0
2011,4,42.0,21781.0,1.0,1,16250.0,18000.0
2011,4,4.0,40994.0,3.0,1,16300.0,17750.0
2010,5,19.0,100441.0,6.0,1,9525.0,9000.0
2011,23,28.0,90054.0,4.0,1,7625.0,7800.0
2010,5,23.0,99861.0,6.0,1,5725.0,4800.0
2010,9,23.0,102949.0,2.0,1,9400.0,8400.0
2010,2,31.0,86064.0,3.0,1,11400.0,11250.0
2011,23,33.0,85516.0,2.0,1,16150.0,17500.0
2011,4,28.0,17914.0,6.0,1,10300.0,10250.0
2011,4,38.0,30472.0,1.0,1,11750.0,12250.0
2011,4,46.0,27096.0,4.0,1,9800.0,10250.0
2011,23,28.0,44746.0,5.0,1,11100.0,11000.0
2011,4,36.0,59597.0,6.0,1,8350.0,9300.0
2011,33,44.0,101607.0,5.0,1,15350.0,17800.0
2010,5,28.0,91337.0,3.0,1,12900.0,14200.0
2010,11,28.0,80198.0,5.0,1,14150.0,14600.0
2010,28,19.0,120071.0,5.0,1,5950.0,4700.0
2010,8,38.0,60631.0,3.0,1,6550.0,7700.0
2010,17,19.0,73406.0,1.0,1,8225.0,7000.0
2010,32,2.0,47601.0,2.0,1,10350.0,10300.0
2010,27,2.0,68320.0,1.0,1,3700.0,2200.0
2010,15,36.0,41155.0,3.0,1,48600.0,47000.0
2010,23,22.0,112920.0,1.0,1,12250.0,11300.0
2010,20,31.0,110772.0,1.0,1,11500.0,7000.0
2010,25,2.0,85988.0,5.0,1,7775.0,7300.0
2010,23,36.0,39958.0,11.0,1,8725.0,10500.0
2010,32,45.0,29870.0,1.0,1,15000.0,16750.0
2010,32,39.0,69743.0,5.0,1,8125.0,9800.0
2010,13,49.0,62838.0,1.0,1,27900.0,28250.0
2010,1,21.0,99273.0,1.0,1,6800.0,7300.0
2010,19,42.0,58341.0,3.0,1,15350.0,17500.0
2010,19,29.0,47273.0,1.0,1,16400.0,15750.0
2009,36,26.0,123631.0,2.0,1,3275.0,3600.0
2009,6,29.0,59602.0,5.0,1,14350.0,16000.0
2009,7,42.0,106874.0,5.0,1,7575.0,7000.0
2009,2,44.0,41128.0,3.0,1,17100.0,17800.0
2009,7,31.0,56663.0,3.0,1,9025.0,8500.0
2009,23,24.0,67321.0,5.0,1,7500.0,7250.0
2009,5,38.0,139959.0,5.0,1,3300.0,3600.0
2009,28,28.0,65049.0,6.0,1,8475.0,9400.0
2009,28,21.0,99436.0,3.0,1,6500.0,4100.0
2009,7,19.0,94354.0,3.0,1,4750.0,3300.0
2009,15,43.0,59589.0,3.0,1,18750.0,15000.0
2009,23,34.0,118067.0,2.0,1,9075.0,9100.0
2009,12,25.0,91966.0,1.0,1,13000.0,13000.0
2009,2,33.0,91084.0,1.0,1,10750.0,11600.0
2009,30,28.0,89624.0,13.0,1,8025.0,7000.0
2009,23,35.0,82294.0,2.0,1,9025.0,11000.0
2008,7,35.0,107182.0,1.0,1,10750.0,11000.0
2008,5,19.0,90909.0,2.0,1,4600.0,2900.0
2008,6,38.0,60542.0,3.0,1,17250.0,18300.0
2008,2,28.0,90017.0,6.0,1,12100.0,13000.0
2008,30,3.0,43317.0,6.0,1,9725.0,5400.0
2008,32,31.0,149757.0,4.0,1,2900.0,2200.0
2008,7,26.0,86546.0,4.0,1,7625.0,5900.0
2008,10,28.0,79004.0,4.0,1,12450.0,10700.0
2008,0,42.0,54733.0,1.0,1,22700.0,24250.0
2008,5,26.0,198177.0,1.0,1,1950.0,2000.0
2008,18,35.0,75393.0,2.0,1,8000.0,8100.0
2008,7,31.0,97647.0,2.0,1,10650.0,10900.0
2008,30,19.0,1.0,1.0,1,32500.0,1300.0
2009,3,31.0,117521.0,3.0,1,5550.0,10000.0
2008,32,41.0,73477.0,5.0,1,9975.0,11200.0
2008,7,21.0,119779.0,1.0,1,4275.0,4000.0
2008,7,31.0,126148.0,1.0,1,4250.0,3700.0
2008,36,33.0,112214.0,4.0,1,4600.0,5300.0
2008,36,21.0,114272.0,3.0,1,4200.0,3800.0
2008,37,19.0,91873.0,5.0,1,6575.0,4200.0
2008,25,26.0,91638.0,3.0,1,6375.0,7000.0
2008,14,29.0,111266.0,1.0,1,5325.0,4300.0
2008,4,32.0,83071.0,5.0,1,6375.0,8250.0
2007,2,1.0,98743.0,5.0,1,9050.0,6300.0
2008,14,21.0,83024.0,13.0,1,8725.0,7500.0
2008,22,31.0,104453.0,1.0,1,4150.0,4600.0
2008,40,48.0,91132.0,3.0,1,11950.0,15300.0
2008,17,21.0,83946.0,4.0,1,6000.0,5000.0
2008,27,34.0,57999.0,3.0,1,37800.0,37500.0
2007,11,23.0,131505.0,5.0,1,13050.0,12400.0
2008,8,19.0,119035.0,4.0,1,3600.0,3400.0
2008,23,29.0,140464.0,6.0,1,6075.0,5100.0
2007,11,31.0,174828.0,3.0,1,5675.0,6600.0
2007,28,35.0,1.0,3.0,1,12450.0,1200.0
2007,5,36.0,115972.0,5.0,1,3875.0,4100.0
2007,32,22.0,208579.0,3.0,1,6375.0,5000.0
2007,2,31.0,138993.0,4.0,1,10250.0,10400.0
2007,5,22.0,81474.0,3.0,1,7900.0,6400.0
2007,5,25.0,64992.0,6.0,1,16350.0,15600.0
2007,7,32.0,68320.0,2.0,1,2775.0,15500.0
2007,14,31.0,75536.0,5.0,1,17200.0,18200.0
2007,12,34.0,109910.0,2.0,1,12350.0,12300.0
2007,7,31.0,147648.0,2.0,1,5925.0,6700.0
2007,30,31.0,109613.0,4.0,1,2450.0,2100.0
2007,32,31.0,142916.0,13.0,1,6450.0,4900.0
2007,27,31.0,76597.0,1.0,1,5475.0,1500.0
2007,30,26.0,102536.0,10.0,1,2425.0,1600.0
2007,7,27.0,108851.0,10.0,1,3725.0,3800.0
2007,13,25.0,112101.0,7.0,1,10650.0,11000.0
2007,7,2.0,151270.0,3.0,1,2700.0,1000.0
2007,19,31.0,144431.0,3.0,1,15350.0,16250.0
2007,17,26.0,171479.0,5.0,1,3375.0,2750.0
2007,12,39.0,99947.0,11.0,1,12650.0,13500.0
2007,18,27.0,76053.0,2.0,1,6900.0,7200.0
2007,23,31.0,187319.0,2.0,1,3925.0,3800.0
2007,23,31.0,101904.0,13.0,1,7400.0,6900.0
2006,2,28.0,121598.0,6.0,1,6000.0,5800.0
2007,4,28.0,116107.0,13.0,1,7100.0,6700.0
2007,23,39.0,73321.0,6.0,1,6450.0,7300.0
2006,6,28.0,120439.0,3.0,1,5150.0,3800.0
2007,4,2.0,99398.0,1.0,1,4100.0,5000.0
2007,4,26.0,89004.0,2.0,1,10200.0,9500.0
2007,22,19.0,138489.0,5.0,1,3125.0,3200.0
2007,23,31.0,90840.0,5.0,1,5550.0,6600.0
2007,4,28.0,127972.0,2.0,1,5275.0,6200.0
2006,11,38.0,70646.0,2.0,1,11100.0,12250.0
2006,2,31.0,136888.0,3.0,1,7175.0,6400.0
2006,30,22.0,131198.0,5.0,1,5275.0,3500.0
2006,32,29.0,187089.0,3.0,1,2400.0,4700.0
2006,28,2.0,149569.0,3.0,1,3050.0,900.0
2006,14,19.0,86295.0,3.0,1,6150.0,3500.0
2006,10,32.0,85305.0,6.0,1,6250.0,6900.0
2006,14,35.0,104508.0,5.0,1,7725.0,9800.0
2006,5,31.0,145455.0,1.0,1,2025.0,1950.0
2006,41,19.0,106133.0,2.0,1,8900.0,7000.0
2006,28,31.0,95600.0,5.0,1,4100.0,5700.0
2006,7,19.0,58843.0,2.0,1,19450.0,14500.0
2006,0,25.0,162431.0,2.0,1,6850.0,4300.0
2006,14,22.0,128935.0,2.0,1,5100.0,5200.0
2006,5,2.0,315411.0,1.0,1,1600.0,2300.0
2006,32,19.0,125334.0,2.0,1,3900.0,4400.0
2006,0,33.0,122585.0,3.0,1,8450.0,9400.0
2006,30,37.0,64066.0,13.0,1,3525.0,5100.0
2006,28,29.0,125848.0,6.0,1,6325.0,6000.0
2006,4,22.0,174365.0,6.0,1,3800.0,2250.0
2006,15,28.0,1.0,3.0,1,13250.0,3500.0
2006,20,35.0,134216.0,2.0,1,11250.0,9600.0
2006,22,27.0,95619.0,2.0,1,4325.0,3500.0
2006,16,31.0,125908.0,2.0,1,3000.0,1800.0
2006,15,43.0,154716.0,6.0,1,7875.0,8400.0
2006,3,35.0,131412.0,1.0,1,3600.0,2800.0
2006,23,23.0,141203.0,3.0,1,3825.0,4300.0
2006,23,31.0,119634.0,1.0,1,5350.0,5400.0
2006,4,19.0,95699.0,6.0,1,5350.0,3700.0
2006,15,31.0,125249.0,1.0,1,4925.0,5600.0
2006,23,19.0,159760.0,5.0,1,4400.0,3900.0
2006,12,19.0,182911.0,3.0,1,18200.0,17000.0
2006,12,38.0,178030.0,2.0,1,7250.0,7600.0
2006,36,19.0,124592.0,1.0,1,3325.0,1700.0
2006,4,19.0,105846.0,5.0,1,4775.0,5250.0
2006,23,19.0,149417.0,2.0,1,6750.0,5100.0
2014,7,37.0,65110.0,2.0,1,12950.0,12900.0
2014,7,49.0,24099.0,1.0,1,26600.0,29750.0
2014,29,4.0,22767.0,4.0,1,12300.0,12000.0
2014,7,31.0,32202.0,5.0,1,18100.0,17700.0
2014,7,43.0,26035.0,1.0,1,18900.0,18600.0
2014,7,44.0,23074.0,1.0,1,15400.0,16800.0
2014,7,31.0,16079.0,3.0,1,12650.0,1500.0
2014,7,49.0,18522.0,3.0,1,34100.0,32200.0
2014,7,42.0,20434.0,1.0,1,28200.0,29000.0
2014,7,3.0,17076.0,4.0,1,23600.0,23500.0
2014,7,4.0,24933.0,13.0,1,16400.0,16500.0
2005,7,3.0,135099.0,3.0,1,4925.0,4200.0
2005,5,19.0,144546.0,4.0,1,5725.0,6500.0
2005,5,27.0,117164.0,5.0,1,7675.0,7000.0
2005,10,36.0,27466.0,5.0,1,5775.0,6400.0
2005,30,28.0,158513.0,6.0,1,1950.0,1300.0
2005,7,23.0,138700.0,1.0,1,2900.0,2600.0
2005,28,26.0,123089.0,2.0,1,7975.0,6800.0
2005,32,19.0,178684.0,6.0,1,2400.0,2100.0
2005,28,21.0,140830.0,3.0,1,975.0,1600.0
2005,2,35.0,131371.0,3.0,1,6325.0,5600.0
2005,0,19.0,96669.0,2.0,1,9300.0,8700.0
2005,2,31.0,117982.0,3.0,1,7075.0,6500.0
2005,5,28.0,147332.0,1.0,1,2075.0,1900.0
2005,10,26.0,149755.0,6.0,1,3125.0,3400.0
2005,7,31.0,100693.0,5.0,1,3900.0,3750.0
2005,5,2.0,110996.0,3.0,1,8575.0,8000.0
2005,32,31.0,348070.0,5.0,1,2275.0,3400.0
2004,18,35.0,91539.0,2.0,1,4950.0,6400.0
2005,4,19.0,173296.0,3.0,1,2825.0,2000.0
2005,4,26.0,101022.0,5.0,1,9475.0,10500.0
2004,2,29.0,98007.0,3.0,1,6200.0,6300.0
2004,6,34.0,136902.0,5.0,1,3050.0,1800.0
2005,4,3.0,118399.0,5.0,1,5925.0,7000.0
2005,23,27.0,171863.0,2.0,1,6025.0,4200.0
2005,36,2.0,94415.0,2.0,1,3775.0,2300.0
2004,6,37.0,81091.0,5.0,1,4050.0,6200.0
2004,11,31.0,125428.0,6.0,1,5875.0,5500.0
2005,4,31.0,177026.0,2.0,1,3575.0,3600.0
2005,25,2.0,139695.0,2.0,1,3075.0,900.0
2005,4,19.0,134410.0,13.0,1,5325.0,5000.0
2005,16,25.0,112738.0,6.0,1,2250.0,2000.0
2005,15,23.0,80568.0,3.0,1,5700.0,6250.0
2005,3,37.0,131652.0,5.0,1,3025.0,2900.0
2004,7,2.0,131234.0,2.0,1,6850.0,3200.0
2004,13,2.0,130261.0,1.0,1,4500.0,4300.0
2004,7,31.0,110865.0,5.0,1,2200.0,1700.0
2004,17,31.0,107660.0,5.0,1,2475.0,1200.0
2004,30,31.0,114935.0,10.0,1,1250.0,1100.0
2004,7,19.0,100003.0,5.0,1,1750.0,1950.0
2004,0,25.0,145697.0,3.0,1,16900.0,14000.0
2004,0,29.0,148086.0,3.0,1,3800.0,4500.0
2004,17,27.0,175655.0,4.0,1,1925.0,2300.0
2004,14,32.0,168115.0,3.0,1,2400.0,1700.0
2004,32,1.0,145340.0,2.0,1,4525.0,4400.0
2004,12,21.0,190870.0,3.0,1,8850.0,6500.0
2004,23,27.0,134528.0,3.0,1,3350.0,3700.0
2004,16,31.0,206944.0,1.0,1,1000.0,1650.0
2004,4,28.0,150641.0,5.0,1,3275.0,3200.0
2003,7,28.0,180770.0,5.0,1,650.0,900.0
2004,3,19.0,92260.0,3.0,1,2475.0,900.0
2003,5,27.0,200749.0,1.0,1,1175.0,2250.0
2004,23,31.0,135296.0,2.0,1,5650.0,8500.0
2003,13,29.0,168305.0,3.0,1,3350.0,3500.0
2003,9,35.0,185688.0,6.0,1,800.0,700.0
2004,3,31.0,110613.0,5.0,1,3375.0,2100.0
